fmi,estado,enlace
400-2088,encontrado,https://www.activosporcolombia.com/es/inmueble/12336/lote-en-gestion-leticia-amazonas
400-3219,encontrado,https://www.activosporcolombia.com/es/inmueble/13072/cs-lt-cl-11-7-43-35-cr-7-10-99-113-115
400-3049,encontrado,https://www.activosporcolombia.com/es/inmueble/16512/lt-cr-6-3-09-13
400-2543,encontrado,https://www.activosporcolombia.com/es/inmueble/12111/lote-en-gestion-leticia-amazonas
400-3448,no_publicado,
400-3300,encontrado,https://www.activosporcolombia.com/es/inmueble/12123/lote-en-gestion-leticia-amazonas
400-92,encontrado,https://www.activosporcolombia.com/es/inmueble/22821/cr-8-a-11-91
400-4776,encontrado,https://www.activosporcolombia.com/es/inmueble/16528/local-comercial-en-venta-leticia
400-4775,encontrado,https://www.activosporcolombia.com/es/inmueble/16518/local-comercial-en-venta-leticia
400-3384,encontrado,https://www.activosporcolombia.com/es/inmueble/36987/lote-con-construccion-en-gestion-leticia-amazonas
400-886,encontrado,https://www.activosporcolombia.com/es/inmueble/22836/cs-cr-8-a-7-21
400-7028,encontrado,https://www.activosporcolombia.com/es/inmueble/35559/casa-en-gestion-leticia-amazonas
420-17371,encontrado,https://www.activosporcolombia.com/es/inmueble/25144/lote-en-gestion-florencia-caqueta
420-17370,encontrado,https://www.activosporcolombia.com/es/inmueble/25036/lote-en-gestion-florencia-caqueta
450-12178,no_publicado,
450-14492,no_publicado,
450-12802,no_publicado,
450-14879,no_publicado,
440-71948,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/106/apartamento-con-garaje-en-venta-mocoa-putumayo
440-71949,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/106/apartamento-con-garaje-en-venta-mocoa-putumayo
420-8018,encontrado,https://www.activosporcolombia.com/es/inmueble/25112/finca-en-gestion-el-doncello-caqueta
442-13852,encontrado,https://www.activosporcolombia.com/es/inmueble/33910/casa-en-gestion-puerto-asis-putumayo
450-17712,no_publicado,
450-17709,encontrado,https://www.activosporcolombia.com/es/inmueble/592/edificio-krystal-plaza-oficina-204-av-colombia-n-39397101
450-2335,no_publicado,
450-6393,no_publicado,
450-6396,no_publicado,
450-6395,no_publicado,
450-6407,no_publicado,
450-6417,no_publicado,
450-6408,no_publicado,
450-6413,no_publicado,
450-6418,no_publicado,
470-63397,no_publicado,
470-43937,no_publicado,
450-833,encontrado,https://www.activosporcolombia.com/es/inmueble/589/av-duarte-blum-con-libertadores-hotel-green-y-popular-mrket
470-14504,encontrado,https://www.activosporcolombia.com/es/inmueble/16738/casa-en-venta-yopal
470-2216,encontrado,https://www.activosporcolombia.com/es/inmueble/4237/casa-en-venta-yopal
470-22280,encontrado,https://www.activosporcolombia.com/es/inmueble/16689/casa-en-venta-yopal
475-14094,encontrado,https://www.activosporcolombia.com/es/inmueble/17692/local-comercial-en-gestion-paz-de-ariporo-casanare
475-18269,encontrado,https://www.activosporcolombia.com/es/inmueble/17666/bodega-en-gestion-paz-de-ariporo-casanare
475-14096,encontrado,https://www.activosporcolombia.com/es/inmueble/17659/bodega-en-gestion-paz-de-ariporo-casanare
475-8337,encontrado,https://www.activosporcolombia.com/es/inmueble/30146/lote-en-venta-paz-de-ariporo
475-14095,encontrado,https://www.activosporcolombia.com/es/inmueble/17673/bodega-en-gestion-paz-de-ariporo-casanare
475-9558,encontrado,https://www.activosporcolombia.com/es/inmueble/17655/casa-en-gestion-paz-de-ariporo-casanare
475-8224,encontrado,https://www.activosporcolombia.com/es/inmueble/17681/local-comercial-en-gestion-paz-de-ariporo-casanare
475-918,encontrado,https://www.activosporcolombia.com/es/inmueble/17686/edificio-en-gestion-paz-de-ariporo-casanare
50C-1273936,no_publicado,
50C-1235782,encontrado,https://www.activosporcolombia.com/es/inmueble/11602/apartamento-en-gestion-bogota-dc-bogota-d-c
50C-1031187,encontrado,https://www.activosporcolombia.com/es/inmueble/14286/apartamento-en-venta-bogota
50C-118453,encontrado,https://www.activosporcolombia.com/es/inmueble/471/bodega-en-venta-bogota-dc
50C-1224806,encontrado,https://www.activosporcolombia.com/es/inmueble/5612/edificio-en-venta-bogota
50C-1222224,encontrado,https://www.activosporcolombia.com/es/inmueble/16558/apartamento-en-gestion-bogota-dc-bogota-d-c
50C-1283160,encontrado,https://www.activosporcolombia.com/es/inmueble/11876/apartamento-en-gestion-bogota-dc-bogota-d-c
50C-1410102,no_publicado,
50C-1276347,encontrado,https://www.activosporcolombia.com/es/inmueble/295/casa-en-venta-bogota-dc-bogota-dc
50C-1284600,encontrado,https://www.activosporcolombia.com/es/inmueble/19292/apartamento-1803-carrera-9-no85-32-manzana-f-el-retiro-torre-de-la-cabrera-bogota
50C-1331869,encontrado,https://www.activosporcolombia.com/es/inmueble/27234/apartamento-en-gestion-bogota-dc-bogota-d-c
50C-1393110,encontrado,https://www.activosporcolombia.com/es/inmueble/27676/apartamento-en-gestion-bogota-dc-bogota-d-c
50C-1410263,encontrado,https://www.activosporcolombia.com/es/inmueble/26589/kr-1-bis-72-11-ed-castillo-del-cerro-ap-101
50C-1372651,encontrado,https://www.activosporcolombia.com/es/inmueble/1681/apartamento-en-gestion-bogota-dc-bogota-d-c
50C-1286920,encontrado,https://www.activosporcolombia.com/es/inmueble/36662/apartamento-en-gestion-bogota-dc-bogota-d-c
50C-1472855,no_publicado,
50C-1452258,encontrado,https://www.activosporcolombia.com/es/inmueble/737/casa-en-venta-bogota
50C-1466304,encontrado,https://www.activosporcolombia.com/es/inmueble/19877/casa-en-venta-bogota
50C-1465392,encontrado,https://www.activosporcolombia.com/es/inmueble/25121/local-comercial-en-venta-bogota
50C-1418591,encontrado,https://www.activosporcolombia.com/es/inmueble/36680/local-comercial-en-gestion-bogota-dc-bogota-dc
50C-1439564,encontrado,https://www.activosporcolombia.com/es/inmueble/22562/habitacion-hotel-en-venta-bogota
50C-1557620,no_publicado,
50C-1570073,encontrado,https://www.activosporcolombia.com/es/inmueble/19745/apartamento-en-gestion-bogota-dc-bogota-d-c
50C-1572383,encontrado,https://www.activosporcolombia.com/es/inmueble/136/apartamento-en-venta-bogota-cundinamarca
50C-1593371,no_publicado,
50C-1574583,encontrado,https://www.activosporcolombia.com/es/inmueble/5634/local-comercial-en-gestion-bogota-dc-bogota-d-c
50C-1601979,encontrado,https://www.activosporcolombia.com/es/inmueble/17513/local-comercial-en-venta-bogota
50C-1593346,encontrado,https://www.activosporcolombia.com/es/inmueble/10731/apartamento-en-gestion-bogota-dc-bogota-d-c
50C-1574584,encontrado,https://www.activosporcolombia.com/es/inmueble/5637/local-comercial-en-gestion-bogota-dc-bogota-d-c
50C-1574574,encontrado,https://www.activosporcolombia.com/es/inmueble/25010/local-comercial-en-venta-bogota
50C-1606353,encontrado,https://www.activosporcolombia.com/es/inmueble/36091/casa-en-gestion-bogota-dc-bogota-d-c
50C-1614642,encontrado,https://www.activosporcolombia.com/es/inmueble/898/casa-en-venta-bogota
50C-162764,encontrado,https://www.activosporcolombia.com/es/inmueble/251/casa-en-venta-bogota-dc-bogota-d-c
50C-1669895,encontrado,https://www.activosporcolombia.com/es/inmueble/16261/apartamento-en-venta-bogota
50C-1670822,encontrado,https://www.activosporcolombia.com/es/inmueble/15480/cr-68a-bis-25-40-tr-3-garaje-299
50C-1670768,encontrado,https://www.activosporcolombia.com/es/inmueble/15478/cr-68a-bis-25-40-garaje-209
50C-1643467,encontrado,https://www.activosporcolombia.com/es/inmueble/30973/casa-en-gestion-bogota-dc-bogota-d-c
50C-1730198,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/437/apartamento-en-gestion-bogota-dc-bogota-d-c
50C-1670996,encontrado,https://www.activosporcolombia.com/es/inmueble/15488/cr-68a-bis-25-40-deposito-82
50C-1671097,encontrado,https://www.activosporcolombia.com/es/inmueble/15490/cr-68a-bis-25-40-tr-3-ap-107
50C-241368,no_publicado,
50C-1873116,encontrado,https://www.activosporcolombia.com/es/inmueble/176/apartamento-en-venta-bogota-dc
50C-394345,no_publicado,
50C-226047,encontrado,https://www.activosporcolombia.com/es/inmueble/2374/casa-en-venta-bogota
50C-1842347,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/637/apartamento-en-gestion-bogota-dc-bogota-d-c
50C-292622,encontrado,https://www.activosporcolombia.com/es/inmueble/21103/casa-en-gestion-bogota-dc-bogota-d-c
50C-452959,encontrado,https://www.activosporcolombia.com/es/inmueble/840/casa-en-venta-bogota
50C-30092,encontrado,https://www.activosporcolombia.com/es/inmueble/510/lote-con-construccion-en-venta-bogota
50C-420725,encontrado,https://www.activosporcolombia.com/es/inmueble/37578/bodega-en-gestion-bogota-dc-bogota-d-c
50C-562121,no_publicado,
50C-502331,no_publicado,
50C-469720,encontrado,https://www.activosporcolombia.com/es/inmueble/34784/local-comercial-en-venta-bogota
50C-7099411,no_publicado,
50C-895896,no_publicado,
50C-500588,encontrado,https://www.activosporcolombia.com/es/inmueble/30989/edificio-en-venta-bogota
50C-596850,encontrado,https://www.activosporcolombia.com/es/inmueble/6701/casa-en-gestion-bogota-dc-bogota-d-c
50C-790912,encontrado,https://www.activosporcolombia.com/es/inmueble/259/apartamento-en-venta-bogota-cundinamarca
50C-865665,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/444/apartamento-en-gestion-bogota-dc-bogota-d-c
50C-90458,encontrado,https://www.activosporcolombia.com/es/inmueble/36532/casa-en-venta-bogota-dc-bogota-d-c
50C-938495,encontrado,https://www.activosporcolombia.com/es/inmueble/16589/casa-en-gestion-bogota-dc-bogota-d-c
50N-1029908,no_publicado,
50C-962760,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/13/local-en-venta-bogota-cundinamarca
50N-1064328,no_publicado,
50C-978758,encontrado,https://www.activosporcolombia.com/es/inmueble/15060/casa-en-venta-bogota-dc-bogota-d-c
50C-962761,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/13/local-en-venta-bogota-cundinamarca
50N-1044532,encontrado,https://www.activosporcolombia.com/es/inmueble/30194/oficina-en-gestion-bogota-dc-bogota-d-c
50N-1058132,encontrado,https://www.activosporcolombia.com/es/inmueble/26851/casa-en-gestion-bogota-dc-bogota-d-c
50C-996056,encontrado,https://www.activosporcolombia.com/es/inmueble/12480/casa-en-gestion-bogota-dc-bogota-d-c
50N-1121471,encontrado,https://www.activosporcolombia.com/es/inmueble/15737/apartamento-en-gestion-bogota-dc-bogota-d-c
50N-1146338,encontrado,https://www.activosporcolombia.com/es/inmueble/15662/casa-en-gestion-bogota-dc-bogota-d-c
50N-20020717,encontrado,https://www.activosporcolombia.com/es/inmueble/31788/apartamento-en-venta-bogota
50N-20109600,no_publicado,
50N-20014761,encontrado,https://www.activosporcolombia.com/es/inmueble/21187/kr-46-152-46-ce-mazuren-lc-260
50N-20014762,encontrado,https://www.activosporcolombia.com/es/inmueble/21202/kr-46-152-46-ce-mazuren-lc-261
50N-20034268,encontrado,https://www.activosporcolombia.com/es/inmueble/20904/lote-en-venta-bogota
50N-20106917,encontrado,https://www.activosporcolombia.com/es/inmueble/27088/kr-8a-140a-80-ap-801
50N-20056312,encontrado,https://www.activosporcolombia.com/es/inmueble/11618/apartamento-en-gestion-bogota-dc-bogota-d-c
50N-20109601,no_publicado,
50N-20125274,encontrado,https://www.activosporcolombia.com/es/inmueble/5562/ap-402-cl-142-a-53-a-80-in-5-con-alameda-de-santa-clara
50N-20137233,encontrado,https://www.activosporcolombia.com/es/inmueble/18305/casa-en-gestion-bogota-dc-bogota-d-c
50N-20129645,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/756/apartamento-en-venta-bogota
50N-20138857,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/124/apartamento-y-garajes-en-venta-bogota
50N-20144914,encontrado,https://www.activosporcolombia.com/es/inmueble/28987/apartamento-en-gestion-bogota-dc-bogota-d-c
50N-20138852,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/124/apartamento-y-garajes-en-venta-bogota
50N-20138839,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/124/apartamento-y-garajes-en-venta-bogota
50N-20161609,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/332/kr-9-c-121-53-ap-503-ed-vallarta-to-b
50N-20213355,encontrado,https://www.activosporcolombia.com/es/inmueble/17640/apartamento-en-gestion-bogota-dc-bogota-d-c
50N-20203917,encontrado,https://www.activosporcolombia.com/es/inmueble/34797/casa-en-gestion-bogota-dc-bogota-d-c
50N-20170418,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/843/apartamento-en-gestion-bogota-dc-bogota-d-c
50N-20163007,encontrado,https://www.activosporcolombia.com/es/inmueble/22600/local-en-cc-san-andresito-norte
50N-20208169,encontrado,https://www.activosporcolombia.com/es/inmueble/322/local-en-venta-bogota-cundinamarca
50N-20298010,encontrado,https://www.activosporcolombia.com/es/inmueble/26772/apartamento-en-gestion-bogota-dc-bogota-dc
50N-20170814,encontrado,https://www.activosporcolombia.com/es/inmueble/21407/apartamento-en-gestion-bogota-dc-bogota-d-c
50N-20296188,encontrado,https://www.activosporcolombia.com/es/inmueble/20213/lote-en-venta-chia-cundinamarca
50N-20301690,no_publicado,
50N-20428127,no_publicado,
50N-20423762,no_publicado,
50N-20423710,no_publicado,
50N-20469962,no_publicado,
50N-20415187,encontrado,https://www.activosporcolombia.com/es/inmueble/269/apartamento-en-venta-bogota-cundinamarca
50N-20337463,encontrado,https://www.activosporcolombia.com/es/inmueble/37034/apartamento-en-gestion-bogota-dc-bogota-d-c
50N-20436654,encontrado,https://www.activosporcolombia.com/es/inmueble/8560/apartamento-en-gestion-bogota-dc-bogota-d-c
50N-20490730,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/137/apartamento-y-garaje-en-venta-bogota-dc-bogota-dc
50N-20429717,encontrado,https://www.activosporcolombia.com/es/inmueble/32402/apartamento-en-gestion-bogota-dc-bogota-d-c
50N-20716797,no_publicado,
50N-20477130,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/638/apartamento-en-gestion-bogota-dc-bogota-dc
50N-20490801,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/137/apartamento-y-garaje-en-venta-bogota-dc-bogota-dc
50N-20507611,encontrado,https://www.activosporcolombia.com/es/inmueble/20343/casa-en-gestion-bogota-dc-bogota-d-c
50N-335270,no_publicado,
50N-20558041,encontrado,https://www.activosporcolombia.com/es/inmueble/35547/apartamento-en-venta-bogota-dc
50N-20701853,encontrado,https://www.activosporcolombia.com/es/inmueble/15042/apartamento-en-gestion-bogota-dc-bogota-d-c
50N-359423,no_publicado,
50N-362190,no_publicado,
50N-528774,no_publicado,
50N-442779,no_publicado,
50N-336153,encontrado,https://www.activosporcolombia.com/es/inmueble/15890/oficina-en-gestion-bogota-dc-bogota-d-c
50N-411090,encontrado,https://www.activosporcolombia.com/es/inmueble/5555/ag-gratamira-mz-6-58-te-c-10-cl-136-a-56-b-69
50N-392407,encontrado,https://www.activosporcolombia.com/es/inmueble/125/casa-en-venta-bogota-dc-bogota-d-c
50N-340808,encontrado,https://www.activosporcolombia.com/es/inmueble/16914/casa-en-venta-bogota-dc-bogota-dc
50N-834790,no_publicado,
50N-541575,encontrado,https://www.activosporcolombia.com/es/inmueble/32824/apartamento-en-gestion-bogota-dc-cundinamarca
50N-534743,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/136/apartamento-en-venta-bogota-dc-bogota-dc
50N-596717,encontrado,https://www.activosporcolombia.com/es/inmueble/29424/local-comercial-en-gestion-bogota-dc-bogota-d-c
50N-535270,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/136/apartamento-en-venta-bogota-dc-bogota-dc
50S-214644,no_publicado,
50N-896866,encontrado,https://www.activosporcolombia.com/es/inmueble/27818/lote-en-gestion-bogota-dc-bogota-d-c
50S-222358,no_publicado,
50N-977906,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/446/apartamento-en-gestion-bogota-dc-bogota-d-c
50N-993605,encontrado,https://www.activosporcolombia.com/es/inmueble/36448/casa-en-gestion-bogota-dc-bogota-d-c
50N-953291,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/805/apartamento-en-gestion-bogota-dc-bogota-dc
50S-160468,encontrado,https://www.activosporcolombia.com/es/inmueble/268/casa-en-venta-bogota-cundinamarca
50S-128204,encontrado,https://www.activosporcolombia.com/es/inmueble/522/casa-en-venta-bogota-dc-bogota-dc
50S-40034920,encontrado,https://www.activosporcolombia.com/es/inmueble/21517/casa-en-venta-bogota
50S-40133750,encontrado,https://www.activosporcolombia.com/es/inmueble/27107/cr-98c-bis-38-30-s
50S-40035461,encontrado,https://www.activosporcolombia.com/es/inmueble/19626/casa-en-gestion-bogota-dc-bogota-d-c
50S-40135282,encontrado,https://www.activosporcolombia.com/es/inmueble/34112/casa-en-gestion-bogota-dc-bogota-d-c
50S-40112015,encontrado,https://www.activosporcolombia.com/es/inmueble/16907/dg-45-f-sur-16-22
50S-40133751,encontrado,https://www.activosporcolombia.com/es/inmueble/27112/cr-98c-bis-38-24-s
50S-40149396,no_publicado,
50S-40136849,encontrado,https://www.activosporcolombia.com/es/inmueble/4685/casa-en-gestion-bogota-dc-bogota-d-c
50S-40112260,encontrado,https://www.activosporcolombia.com/es/inmueble/30698/casa-en-venta-bogota
50S-40334927,encontrado,https://www.activosporcolombia.com/es/inmueble/110/casa-en-venta-bogota-dc-bogota-d-c
50S-40415513,encontrado,https://www.activosporcolombia.com/es/inmueble/37558/casa-en-gestion-bogota-dc-bogota-d-c
50S-40371170,encontrado,https://www.activosporcolombia.com/es/inmueble/278/casa-en-venta-bogota-dc-bogota-d-c
50S-40252346,encontrado,https://www.activosporcolombia.com/es/unidad-inmobiliaria/345/apartamento-en-gestion-bogota-dc-bogota-d-c
50S-40311069,encontrado,https://www.activosporcolombia.com/es/inmueble/4592/apartamento-en-venta-bogota-dc-bogota-d-c
50S-40295176,encontrado,https://www.activosporcolombia.com/es/inmueble/24809/apartamento-en-gestion-bogota-dc-bogota-d-c
50S-40441791,encontrado,https://www.activosporcolombia.com/es/inmueble/266/casa-en-venta-bogota-dc-bogota-d-c
50S-40513870,encontrado,https://www.activosporcolombia.com/es/inmueble/37456/casa-en-gestion-bogota-dc-bogota-d-c
50S-40667301,no_publicado,
50S-734920,encontrado,https://www.activosporcolombia.com/es/inmueble/6851/casa-en-gestion-bogota-dc-bogota-d-c
50c-786813,no_publicado,
50c-996056,encontrado,https://www.activosporcolombia.com/es/inmueble/12480/casa-en-gestion-bogota-dc-bogota-d-c
50S-47192,encontrado,https://www.activosporcolombia.com/es/inmueble/20779/lote-en-gestion-bogota-dc-bogota-dc
50S-707399,encontrado,https://www.activosporcolombia.com/es/inmueble/6603/casa-en-gestion-bogota-dc-bogota-d-c
50S-772967,encontrado,https://www.activosporcolombia.com/es/inmueble/272/casa-en-venta-bogota-dc-bogota-d-c
